method,attack,epsilon,model,model_role,sample_count,generated_count,psnr,ssim,ciede2000,asr_paper_denominator,asr_clean_correct_only,strict_asr_sample_count,exact_container_recovery_rate,paper_rgb_recovery_rate,sup_png_verified_count,sup_png_recovery_rate,maximum_channel_error,runtime_seconds
YACK,I-FGSM,4/255,inception_v3,white_box,10,10,40.36711719379306,0.9723589717573995,1.52752183519303,1.0,1.0,10,1.0,,0,,0,1506.0063003000105
YACK,I-FGSM,4/255,googlenet,white_box,10,10,40.36711719379306,0.9723589717573995,1.52752183519303,0.0,0.0,10,1.0,,0,,0,1506.0063003000105
YACK,I-FGSM,4/255,densenet161,white_box,10,10,40.36711719379306,0.9723589717573995,1.52752183519303,0.0,0.0,10,1.0,,0,,0,1506.0063003000105
YACK,I-FGSM,4/255,resnet50,black_box,10,10,40.36711719379306,0.9723589717573995,1.52752183519303,0.4,0.25,8,1.0,,0,,0,1506.0063003000105
YACK,I-FGSM,4/255,vgg19,black_box,10,10,40.36711719379306,0.9723589717573995,1.52752183519303,0.2,0.0,8,1.0,,0,,0,1506.0063003000105
YACK,I-FGSM,4/255,inception_v3,white_box,1000,931,40.383722810690855,0.9756817236336351,1.5061261901265135,1.0,1.0,931,1.0,,0,,0,1506.0063003000105
YACK,I-FGSM,4/255,googlenet,white_box,1000,931,40.383722810690855,0.9756817236336351,1.5061261901265135,0.08055853920515575,0.08055853920515575,931,1.0,,0,,0,1506.0063003000105
YACK,I-FGSM,4/255,densenet161,white_box,1000,931,40.383722810690855,0.9756817236336351,1.5061261901265135,0.03544575725026853,0.03544575725026853,931,1.0,,0,,0,1506.0063003000105
YACK,I-FGSM,4/255,resnet50,black_box,1000,931,40.383722810690855,0.9756817236336351,1.5061261901265135,0.30182599355531686,0.14056224899598393,747,1.0,,0,,0,1506.0063003000105
YACK,I-FGSM,4/255,vgg19,black_box,1000,931,40.383722810690855,0.9756817236336351,1.5061261901265135,0.4027926960257787,0.12032520325203253,615,1.0,,0,,0,1506.0063003000105
YACK,PGD,4/255,inception_v3,white_box,1,1,36.397361820578766,0.9670170402290007,2.260741779548619,1.0,1.0,1,1.0,,0,,0,1247.9514471999719
YACK,PGD,4/255,googlenet,white_box,1,1,36.397361820578766,0.9670170402290007,2.260741779548619,0.0,0.0,1,1.0,,0,,0,1247.9514471999719
YACK,PGD,4/255,densenet161,white_box,1,1,36.397361820578766,0.9670170402290007,2.260741779548619,0.0,0.0,1,1.0,,0,,0,1247.9514471999719
YACK,PGD,4/255,resnet50,black_box,1,1,36.397361820578766,0.9670170402290007,2.260741779548619,1.0,1.0,1,1.0,,0,,0,1247.9514471999719
YACK,PGD,4/255,vgg19,black_box,1,1,36.397361820578766,0.9670170402290007,2.260741779548619,0.0,0.0,1,1.0,,0,,0,1247.9514471999719
YACK,PGD,4/255,inception_v3,white_box,10,9,40.511598500775165,0.971877593000926,1.5522207142827187,1.0,1.0,9,1.0,,0,,0,1247.9514471999719
YACK,PGD,4/255,googlenet,white_box,10,9,40.511598500775165,0.971877593000926,1.5522207142827187,0.0,0.0,9,1.0,,0,,0,1247.9514471999719
YACK,PGD,4/255,densenet161,white_box,10,9,40.511598500775165,0.971877593000926,1.5522207142827187,0.0,0.0,9,1.0,,0,,0,1247.9514471999719
