method,attack,epsilon,model,model_role,sample_count,generated_count,psnr,ssim,ciede2000,asr_paper_denominator,asr_clean_correct_only,strict_asr_sample_count,exact_container_recovery_rate,paper_rgb_recovery_rate,sup_png_verified_count,sup_png_recovery_rate,maximum_channel_error,runtime_seconds
ENS,MI-FGSM,2/255,googlenet,white_box,1000,917,41.038032980899445,0.9780218226330909,1.4817733206058614,0.707742639040349,0.707742639040349,917,1.0,,0,,0,2371.6812967000296
ENS,MI-FGSM,2/255,densenet161,white_box,1000,917,41.038032980899445,0.9780218226330909,1.4817733206058614,0.787350054525627,0.787350054525627,917,1.0,,0,,0,2371.6812967000296
ENS,MI-FGSM,2/255,resnet50,black_box,1000,917,41.038032980899445,0.9780218226330909,1.4817733206058614,0.4372955288985823,0.2967032967032967,728,1.0,,0,,0,2371.6812967000296
ENS,MI-FGSM,2/255,vgg19,black_box,1000,917,41.038032980899445,0.9780218226330909,1.4817733206058614,0.5070883315158125,0.24623115577889448,597,1.0,,0,,0,2371.6812967000296
ENS,NI-FGSM,2/255,inception_v3,white_box,1,1,36.23460734792051,0.9662487492057794,2.2695671129950337,1.0,1.0,1,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,googlenet,white_box,1,1,36.23460734792051,0.9662487492057794,2.2695671129950337,0.0,0.0,1,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,densenet161,white_box,1,1,36.23460734792051,0.9662487492057794,2.2695671129950337,1.0,1.0,1,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,resnet50,black_box,1,1,36.23460734792051,0.9662487492057794,2.2695671129950337,1.0,1.0,1,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,vgg19,black_box,1,1,36.23460734792051,0.9662487492057794,2.2695671129950337,0.0,0.0,1,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,inception_v3,white_box,10,10,41.48147029913218,0.9772834640402263,1.4793309939809298,1.0,1.0,10,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,googlenet,white_box,10,10,41.48147029913218,0.9772834640402263,1.4793309939809298,0.5,0.5,10,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,densenet161,white_box,10,10,41.48147029913218,0.9772834640402263,1.4793309939809298,0.8,0.8,10,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,resnet50,black_box,10,10,41.48147029913218,0.9772834640402263,1.4793309939809298,0.4,0.25,8,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,vgg19,black_box,10,10,41.48147029913218,0.9772834640402263,1.4793309939809298,0.3,0.125,8,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,inception_v3,white_box,1000,921,40.99689240408903,0.977740199332038,1.4856096248331596,1.0,1.0,921,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,googlenet,white_box,1000,921,40.99689240408903,0.977740199332038,1.4856096248331596,0.7187839305103149,0.7187839305103149,921,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,densenet161,white_box,1000,921,40.99689240408903,0.977740199332038,1.4856096248331596,0.8034744842562432,0.8034744842562432,921,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,resnet50,black_box,1000,921,40.99689240408903,0.977740199332038,1.4856096248331596,0.4516829533116178,0.31420765027322406,732,1.0,,0,,0,2400.050233499962
ENS,NI-FGSM,2/255,vgg19,black_box,1000,921,40.99689240408903,0.977740199332038,1.4856096248331596,0.5179153094462541,0.2604340567612688,599,1.0,,0,,0,2400.050233499962
ENS,FGSM,4/255,inception_v3,white_box,1,1,33.534121441037264,0.945268642693294,2.4417266148185224,1.0,1.0,1,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,googlenet,white_box,1,1,33.534121441037264,0.945268642693294,2.4417266148185224,1.0,1.0,1,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,densenet161,white_box,1,1,33.534121441037264,0.945268642693294,2.4417266148185224,1.0,1.0,1,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,resnet50,black_box,1,1,33.534121441037264,0.945268642693294,2.4417266148185224,1.0,1.0,1,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,vgg19,black_box,1,1,33.534121441037264,0.945268642693294,2.4417266148185224,0.0,0.0,1,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,inception_v3,white_box,10,9,39.17700785877462,0.9626277044387965,1.6070995961160648,1.0,1.0,9,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,googlenet,white_box,10,9,39.17700785877462,0.9626277044387965,1.6070995961160648,0.5555555555555556,0.5555555555555556,9,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,densenet161,white_box,10,9,39.17700785877462,0.9626277044387965,1.6070995961160648,0.7777777777777778,0.7777777777777778,9,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,resnet50,black_box,10,9,39.17700785877462,0.9626277044387965,1.6070995961160648,0.5555555555555556,0.42857142857142855,7,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,vgg19,black_box,10,9,39.17700785877462,0.9626277044387965,1.6070995961160648,0.3333333333333333,0.14285714285714285,7,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,inception_v3,white_box,1000,800,38.90673068973925,0.9675013200353346,1.6120868507346242,0.99875,0.99875,800,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,googlenet,white_box,1000,800,38.90673068973925,0.9675013200353346,1.6120868507346242,0.65375,0.65375,800,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,densenet161,white_box,1000,800,38.90673068973925,0.9675013200353346,1.6120868507346242,0.69875,0.69875,800,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,resnet50,black_box,1000,800,38.90673068973925,0.9675013200353346,1.6120868507346242,0.51,0.38351822503961963,631,1.0,,0,,0,813.1957827999722
ENS,FGSM,4/255,vgg19,black_box,1000,800,38.90673068973925,0.9675013200353346,1.6120868507346242,0.565,0.3227722772277228,505,1.0,,0,,0,813.1957827999722
ENS,I-FGSM,4/255,inception_v3,white_box,1,1,35.57450952262265,0.9614816301679855,2.3097796071708463,1.0,1.0,1,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,googlenet,white_box,1,1,35.57450952262265,0.9614816301679855,2.3097796071708463,0.0,0.0,1,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,densenet161,white_box,1,1,35.57450952262265,0.9614816301679855,2.3097796071708463,1.0,1.0,1,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,resnet50,black_box,1,1,35.57450952262265,0.9614816301679855,2.3097796071708463,1.0,1.0,1,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,vgg19,black_box,1,1,35.57450952262265,0.9614816301679855,2.3097796071708463,0.0,0.0,1,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,inception_v3,white_box,10,9,40.02267756103148,0.9705654837243269,1.5700094393149202,1.0,1.0,9,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,googlenet,white_box,10,9,40.02267756103148,0.9705654837243269,1.5700094393149202,0.6666666666666666,0.6666666666666666,9,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,densenet161,white_box,10,9,40.02267756103148,0.9705654837243269,1.5700094393149202,1.0,1.0,9,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,resnet50,black_box,10,9,40.02267756103148,0.9705654837243269,1.5700094393149202,0.5555555555555556,0.42857142857142855,7,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,vgg19,black_box,10,9,40.02267756103148,0.9705654837243269,1.5700094393149202,0.3333333333333333,0.14285714285714285,7,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,inception_v3,white_box,1000,818,39.81520258030437,0.9733990272698646,1.571000854901951,1.0,1.0,818,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,googlenet,white_box,1000,818,39.81520258030437,0.9733990272698646,1.571000854901951,0.823960880195599,0.823960880195599,818,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,densenet161,white_box,1000,818,39.81520258030437,0.9733990272698646,1.571000854901951,0.8924205378973105,0.8924205378973105,818,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,resnet50,black_box,1000,818,39.81520258030437,0.9733990272698646,1.571000854901951,0.5488997555012225,0.4345146379044684,649,1.0,,0,,0,1971.3653379000025
ENS,I-FGSM,4/255,vgg19,black_box,1000,818,39.81520258030437,0.9733990272698646,1.571000854901951,0.5843520782396088,0.3549618320610687,524,1.0,,0,,0,1971.3653379000025
ENS,PGD,4/255,inception_v3,white_box,1,1,35.73931827223553,0.9630539948963639,2.3004168280847836,1.0,1.0,1,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,googlenet,white_box,1,1,35.73931827223553,0.9630539948963639,2.3004168280847836,0.0,0.0,1,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,densenet161,white_box,1,1,35.73931827223553,0.9630539948963639,2.3004168280847836,1.0,1.0,1,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,resnet50,black_box,1,1,35.73931827223553,0.9630539948963639,2.3004168280847836,1.0,1.0,1,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,vgg19,black_box,1,1,35.73931827223553,0.9630539948963639,2.3004168280847836,0.0,0.0,1,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,inception_v3,white_box,10,9,40.26857634257146,0.9718770043766032,1.5578806616159426,1.0,1.0,9,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,googlenet,white_box,10,9,40.26857634257146,0.9718770043766032,1.5578806616159426,0.6666666666666666,0.6666666666666666,9,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,densenet161,white_box,10,9,40.26857634257146,0.9718770043766032,1.5578806616159426,0.8888888888888888,0.8888888888888888,9,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,resnet50,black_box,10,9,40.26857634257146,0.9718770043766032,1.5578806616159426,0.4444444444444444,0.2857142857142857,7,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,vgg19,black_box,10,9,40.26857634257146,0.9718770043766032,1.5578806616159426,0.3333333333333333,0.14285714285714285,7,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,inception_v3,white_box,1000,842,40.170257854506794,0.9750641074712052,1.5513001273955518,1.0,1.0,842,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,googlenet,white_box,1000,842,40.170257854506794,0.9750641074712052,1.5513001273955518,0.8111638954869359,0.8111638954869359,842,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,densenet161,white_box,1000,842,40.170257854506794,0.9750641074712052,1.5513001273955518,0.8562945368171021,0.8562945368171021,842,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,resnet50,black_box,1000,842,40.170257854506794,0.9750641074712052,1.5513001273955518,0.504750593824228,0.3787425149700599,668,1.0,,0,,0,1248.0113030999782
ENS,PGD,4/255,vgg19,black_box,1000,842,40.170257854506794,0.9750641074712052,1.5513001273955518,0.5736342042755345,0.3425925925925926,540,1.0,,0,,0,1248.0113030999782
ENS,MI-FGSM,4/255,inception_v3,white_box,1,1,35.000431277957425,0.9565126567443804,2.3510657573366665,1.0,1.0,1,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,googlenet,white_box,1,1,35.000431277957425,0.9565126567443804,2.3510657573366665,0.0,0.0,1,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,densenet161,white_box,1,1,35.000431277957425,0.9565126567443804,2.3510657573366665,1.0,1.0,1,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,resnet50,black_box,1,1,35.000431277957425,0.9565126567443804,2.3510657573366665,1.0,1.0,1,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,vgg19,black_box,1,1,35.000431277957425,0.9565126567443804,2.3510657573366665,0.0,0.0,1,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,inception_v3,white_box,10,9,39.758777409449344,0.9680082682514062,1.5805704787227626,1.0,1.0,9,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,googlenet,white_box,10,9,39.758777409449344,0.9680082682514062,1.5805704787227626,0.6666666666666666,0.6666666666666666,9,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,densenet161,white_box,10,9,39.758777409449344,0.9680082682514062,1.5805704787227626,0.8888888888888888,0.8888888888888888,9,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,resnet50,black_box,10,9,39.758777409449344,0.9680082682514062,1.5805704787227626,0.5555555555555556,0.42857142857142855,7,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,vgg19,black_box,10,9,39.758777409449344,0.9680082682514062,1.5805704787227626,0.3333333333333333,0.14285714285714285,7,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,inception_v3,white_box,1000,832,39.383372166199074,0.9706932947036725,1.589233543019915,1.0,1.0,832,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,googlenet,white_box,1000,832,39.383372166199074,0.9706932947036725,1.589233543019915,0.8353365384615384,0.8353365384615384,832,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,densenet161,white_box,1000,832,39.383372166199074,0.9706932947036725,1.589233543019915,0.8858173076923077,0.8858173076923077,832,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,resnet50,black_box,1000,832,39.383372166199074,0.9706932947036725,1.589233543019915,0.5649038461538461,0.4552352048558422,659,1.0,,0,,0,1691.3868801000062
ENS,MI-FGSM,4/255,vgg19,black_box,1000,832,39.383372166199074,0.9706932947036725,1.589233543019915,0.5985576923076923,0.3813084112149533,535,1.0,,0,,0,1691.3868801000062
ENS,NI-FGSM,4/255,inception_v3,white_box,1,1,35.03435207466815,0.9561797689761221,2.348957908330219,1.0,1.0,1,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,googlenet,white_box,1,1,35.03435207466815,0.9561797689761221,2.348957908330219,1.0,1.0,1,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,densenet161,white_box,1,1,35.03435207466815,0.9561797689761221,2.348957908330219,1.0,1.0,1,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,resnet50,black_box,1,1,35.03435207466815,0.9561797689761221,2.348957908330219,1.0,1.0,1,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,vgg19,black_box,1,1,35.03435207466815,0.9561797689761221,2.348957908330219,0.0,0.0,1,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,inception_v3,white_box,10,9,39.7399353353576,0.9678762324599928,1.5798089961134032,1.0,1.0,9,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,googlenet,white_box,10,9,39.7399353353576,0.9678762324599928,1.5798089961134032,0.7777777777777778,0.7777777777777778,9,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,densenet161,white_box,10,9,39.7399353353576,0.9678762324599928,1.5798089961134032,1.0,1.0,9,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,resnet50,black_box,10,9,39.7399353353576,0.9678762324599928,1.5798089961134032,0.6666666666666666,0.5714285714285714,7,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,vgg19,black_box,10,9,39.7399353353576,0.9678762324599928,1.5798089961134032,0.3333333333333333,0.14285714285714285,7,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,inception_v3,white_box,1000,827,39.282895846092934,0.9700793756523153,1.5942886370483167,1.0,1.0,827,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,googlenet,white_box,1000,827,39.282895846092934,0.9700793756523153,1.5942886370483167,0.8633615477629988,0.8633615477629988,827,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,densenet161,white_box,1000,827,39.282895846092934,0.9700793756523153,1.5942886370483167,0.909310761789601,0.909310761789601,827,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,resnet50,black_box,1000,827,39.282895846092934,0.9700793756523153,1.5942886370483167,0.6033857315598549,0.5038051750380518,657,1.0,,0,,0,1705.5149751999998
ENS,NI-FGSM,4/255,vgg19,black_box,1000,827,39.282895846092934,0.9700793756523153,1.5942886370483167,0.6130592503022975,0.4030131826741996,531,1.0,,0,,0,1705.5149751999998
